"school_id","school_name","address","city","state","zip_code","class_id","school_id-2","class_name","city-2","schedule_time","room_number","teacher_id","school_id-3","first_name","last_name","subject","hire_date","enrollment_id","school_id-4","boy_id","girl_id","enrollment_date","student_id","school_id-5","first_name-2","last_name-2","date_of_birth","grade_level","subject_id","school_id-6","subject_name","description","credits","teacher_name"
200,"School 200","Address 200","City 0","State 0","ZIP00200",199,200,"Class 199","City 9","11:19:00","Room 49",199,200,"TeacherFirstName199","TeacherLastName199","Subject 9","2010-07-19",199,200,200,700,"2022-07-19",199,200,"FirstName199","LastName199","2000-07-18",8,1199,200,"Unique Subject 1199","Unique description for subject 1199",5,"Teacher 1199"
201,"School 201","Address 201","City 1","State 1","ZIP00201",200,201,"Class 200","City 0","11:20:00","Room 0",200,201,"TeacherFirstName200","TeacherLastName200","Subject 0","2010-07-20",200,201,201,701,"2022-07-20",200,201,"FirstName200","LastName200","2000-07-19",9,1200,201,"Unique Subject 1200","Unique description for subject 1200",1,"Teacher 1200"
202,"School 202","Address 202","City 2","State 2","ZIP00202",201,202,"Class 201","City 1","11:21:00","Room 1",201,202,"TeacherFirstName201","TeacherLastName201","Subject 1","2010-07-21",201,202,202,702,"2022-07-21",201,202,"FirstName201","LastName201","2000-07-20",10,1201,202,"Unique Subject 1201","Unique description for subject 1201",2,"Teacher 1201"
203,"School 203","Address 203","City 3","State 3","ZIP00203",202,203,"Class 202","City 2","11:22:00","Room 2",202,203,"TeacherFirstName202","TeacherLastName202","Subject 2","2010-07-22",202,203,203,703,"2022-07-22",202,203,"FirstName202","LastName202","2000-07-21",11,1202,203,"Unique Subject 1202","Unique description for subject 1202",3,"Teacher 1202"
204,"School 204","Address 204","City 4","State 4","ZIP00204",203,204,"Class 203","City 3","11:23:00","Room 3",203,204,"TeacherFirstName203","TeacherLastName203","Subject 3","2010-07-23",203,204,204,704,"2022-07-23",203,204,"FirstName203","LastName203","2000-07-22",12,1203,204,"Unique Subject 1203","Unique description for subject 1203",4,"Teacher 1203"
205,"School 205","Address 205","City 5","State 0","ZIP00205",204,205,"Class 204","City 4","11:24:00","Room 4",204,205,"TeacherFirstName204","TeacherLastName204","Subject 4","2010-07-24",204,205,205,705,"2022-07-24",204,205,"FirstName204","LastName204","2000-07-23",1,1204,205,"Unique Subject 1204","Unique description for subject 1204",5,"Teacher 1204"
206,"School 206","Address 206","City 6","State 1","ZIP00206",205,206,"Class 205","City 5","11:25:00","Room 5",205,206,"TeacherFirstName205","TeacherLastName205","Subject 5","2010-07-25",205,206,206,706,"2022-07-25",205,206,"FirstName205","LastName205","2000-07-24",2,1205,206,"Unique Subject 1205","Unique description for subject 1205",1,"Teacher 1205"
207,"School 207","Address 207","City 7","State 2","ZIP00207",206,207,"Class 206","City 6","11:26:00","Room 6",206,207,"TeacherFirstName206","TeacherLastName206","Subject 6","2010-07-26",206,207,207,707,"2022-07-26",206,207,"FirstName206","LastName206","2000-07-25",3,1206,207,"Unique Subject 1206","Unique description for subject 1206",2,"Teacher 1206"
208,"School 208","Address 208","City 8","State 3","ZIP00208",207,208,"Class 207","City 7","11:27:00","Room 7",207,208,"TeacherFirstName207","TeacherLastName207","Subject 7","2010-07-27",207,208,208,708,"2022-07-27",207,208,"FirstName207","LastName207","2000-07-26",4,1207,208,"Unique Subject 1207","Unique description for subject 1207",3,"Teacher 1207"
209,"School 209","Address 209","City 9","State 4","ZIP00209",208,209,"Class 208","City 8","11:28:00","Room 8",208,209,"TeacherFirstName208","TeacherLastName208","Subject 8","2010-07-28",208,209,209,709,"2022-07-28",208,209,"FirstName208","LastName208","2000-07-27",5,1208,209,"Unique Subject 1208","Unique description for subject 1208",4,"Teacher 1208"
210,"School 210","Address 210","City 0","State 0","ZIP00210",209,210,"Class 209","City 9","11:29:00","Room 9",209,210,"TeacherFirstName209","TeacherLastName209","Subject 9","2010-07-29",209,210,210,710,"2022-07-29",209,210,"FirstName209","LastName209","2000-07-28",6,1209,210,"Unique Subject 1209","Unique description for subject 1209",5,"Teacher 1209"
211,"School 211","Address 211","City 1","State 1","ZIP00211",210,211,"Class 210","City 0","11:30:00","Room 10",210,211,"TeacherFirstName210","TeacherLastName210","Subject 0","2010-07-30",210,211,211,711,"2022-07-30",210,211,"FirstName210","LastName210","2000-07-29",7,1210,211,"Unique Subject 1210","Unique description for subject 1210",1,"Teacher 1210"
212,"School 212","Address 212","City 2","State 2","ZIP00212",211,212,"Class 211","City 1","11:31:00","Room 11",211,212,"TeacherFirstName211","TeacherLastName211","Subject 1","2010-07-31",211,212,212,712,"2022-07-31",211,212,"FirstName211","LastName211","2000-07-30",8,1211,212,"Unique Subject 1211","Unique description for subject 1211",2,"Teacher 1211"
213,"School 213","Address 213","City 3","State 3","ZIP00213",212,213,"Class 212","City 2","11:32:00","Room 12",212,213,"TeacherFirstName212","TeacherLastName212","Subject 2","2010-08-01",212,213,213,713,"2022-08-01",212,213,"FirstName212","LastName212","2000-07-31",9,1212,213,"Unique Subject 1212","Unique description for subject 1212",3,"Teacher 1212"
214,"School 214","Address 214","City 4","State 4","ZIP00214",213,214,"Class 213","City 3","11:33:00","Room 13",213,214,"TeacherFirstName213","TeacherLastName213","Subject 3","2010-08-02",213,214,214,714,"2022-08-02",213,214,"FirstName213","LastName213","2000-08-01",10,1213,214,"Unique Subject 1213","Unique description for subject 1213",4,"Teacher 1213"
215,"School 215","Address 215","City 5","State 0","ZIP00215",214,215,"Class 214","City 4","11:34:00","Room 14",214,215,"TeacherFirstName214","TeacherLastName214","Subject 4","2010-08-03",214,215,215,715,"2022-08-03",214,215,"FirstName214","LastName214","2000-08-02",11,1214,215,"Unique Subject 1214","Unique description for subject 1214",5,"Teacher 1214"
216,"School 216","Address 216","City 6","State 1","ZIP00216",215,216,"Class 215","City 5","11:35:00","Room 15",215,216,"TeacherFirstName215","TeacherLastName215","Subject 5","2010-08-04",215,216,216,716,"2022-08-04",215,216,"FirstName215","LastName215","2000-08-03",12,1215,216,"Unique Subject 1215","Unique description for subject 1215",1,"Teacher 1215"
217,"School 217","Address 217","City 7","State 2","ZIP00217",216,217,"Class 216","City 6","11:36:00","Room 16",216,217,"TeacherFirstName216","TeacherLastName216","Subject 6","2010-08-05",216,217,217,717,"2022-08-05",216,217,"FirstName216","LastName216","2000-08-04",1,1216,217,"Unique Subject 1216","Unique description for subject 1216",2,"Teacher 1216"
218,"School 218","Address 218","City 8","State 3","ZIP00218",217,218,"Class 217","City 7","11:37:00","Room 17",217,218,"TeacherFirstName217","TeacherLastName217","Subject 7","2010-08-06",217,218,218,718,"2022-08-06",217,218,"FirstName217","LastName217","2000-08-05",2,1217,218,"Unique Subject 1217","Unique description for subject 1217",3,"Teacher 1217"
219,"School 219","Address 219","City 9","State 4","ZIP00219",218,219,"Class 218","City 8","11:38:00","Room 18",218,219,"TeacherFirstName218","TeacherLastName218","Subject 8","2010-08-07",218,219,219,719,"2022-08-07",218,219,"FirstName218","LastName218","2000-08-06",3,1218,219,"Unique Subject 1218","Unique description for subject 1218",4,"Teacher 1218"
220,"School 220","Address 220","City 0","State 0","ZIP00220",219,220,"Class 219","City 9","11:39:00","Room 19",219,220,"TeacherFirstName219","TeacherLastName219","Subject 9","2010-08-08",219,220,220,720,"2022-08-08",219,220,"FirstName219","LastName219","2000-08-07",4,1219,220,"Unique Subject 1219","Unique description for subject 1219",5,"Teacher 1219"
221,"School 221","Address 221","City 1","State 1","ZIP00221",220,221,"Class 220","City 0","11:40:00","Room 20",220,221,"TeacherFirstName220","TeacherLastName220","Subject 0","2010-08-09",220,221,221,721,"2022-08-09",220,221,"FirstName220","LastName220","2000-08-08",5,1220,221,"Unique Subject 1220","Unique description for subject 1220",1,"Teacher 1220"
222,"School 222","Address 222","City 2","State 2","ZIP00222",221,222,"Class 221","City 1","11:41:00","Room 21",221,222,"TeacherFirstName221","TeacherLastName221","Subject 1","2010-08-10",221,222,222,722,"2022-08-10",221,222,"FirstName221","LastName221","2000-08-09",6,1221,222,"Unique Subject 1221","Unique description for subject 1221",2,"Teacher 1221"
223,"School 223","Address 223","City 3","State 3","ZIP00223",222,223,"Class 222","City 2","11:42:00","Room 22",222,223,"TeacherFirstName222","TeacherLastName222","Subject 2","2010-08-11",222,223,223,723,"2022-08-11",222,223,"FirstName222","LastName222","2000-08-10",7,1222,223,"Unique Subject 1222","Unique description for subject 1222",3,"Teacher 1222"
224,"School 224","Address 224","City 4","State 4","ZIP00224",223,224,"Class 223","City 3","11:43:00","Room 23",223,224,"TeacherFirstName223","TeacherLastName223","Subject 3","2010-08-12",223,224,224,724,"2022-08-12",223,224,"FirstName223","LastName223","2000-08-11",8,1223,224,"Unique Subject 1223","Unique description for subject 1223",4,"Teacher 1223"
225,"School 225","Address 225","City 5","State 0","ZIP00225",224,225,"Class 224","City 4","11:44:00","Room 24",224,225,"TeacherFirstName224","TeacherLastName224","Subject 4","2010-08-13",224,225,225,725,"2022-08-13",224,225,"FirstName224","LastName224","2000-08-12",9,1224,225,"Unique Subject 1224","Unique description for subject 1224",5,"Teacher 1224"
226,"School 226","Address 226","City 6","State 1","ZIP00226",225,226,"Class 225","City 5","11:45:00","Room 25",225,226,"TeacherFirstName225","TeacherLastName225","Subject 5","2010-08-14",225,226,226,726,"2022-08-14",225,226,"FirstName225","LastName225","2000-08-13",10,1225,226,"Unique Subject 1225","Unique description for subject 1225",1,"Teacher 1225"
227,"School 227","Address 227","City 7","State 2","ZIP00227",226,227,"Class 226","City 6","11:46:00","Room 26",226,227,"TeacherFirstName226","TeacherLastName226","Subject 6","2010-08-15",226,227,227,727,"2022-08-15",226,227,"FirstName226","LastName226","2000-08-14",11,1226,227,"Unique Subject 1226","Unique description for subject 1226",2,"Teacher 1226"
228,"School 228","Address 228","City 8","State 3","ZIP00228",227,228,"Class 227","City 7","11:47:00","Room 27",227,228,"TeacherFirstName227","TeacherLastName227","Subject 7","2010-08-16",227,228,228,728,"2022-08-16",227,228,"FirstName227","LastName227","2000-08-15",12,1227,228,"Unique Subject 1227","Unique description for subject 1227",3,"Teacher 1227"
229,"School 229","Address 229","City 9","State 4","ZIP00229",228,229,"Class 228","City 8","11:48:00","Room 28",228,229,"TeacherFirstName228","TeacherLastName228","Subject 8","2010-08-17",228,229,229,729,"2022-08-17",228,229,"FirstName228","LastName228","2000-08-16",1,1228,229,"Unique Subject 1228","Unique description for subject 1228",4,"Teacher 1228"
230,"School 230","Address 230","City 0","State 0","ZIP00230",229,230,"Class 229","City 9","11:49:00","Room 29",229,230,"TeacherFirstName229","TeacherLastName229","Subject 9","2010-08-18",229,230,230,730,"2022-08-18",229,230,"FirstName229","LastName229","2000-08-17",2,1229,230,"Unique Subject 1229","Unique description for subject 1229",5,"Teacher 1229"
231,"School 231","Address 231","City 1","State 1","ZIP00231",230,231,"Class 230","City 0","11:50:00","Room 30",230,231,"TeacherFirstName230","TeacherLastName230","Subject 0","2010-08-19",230,231,231,731,"2022-08-19",230,231,"FirstName230","LastName230","2000-08-18",3,1230,231,"Unique Subject 1230","Unique description for subject 1230",1,"Teacher 1230"
232,"School 232","Address 232","City 2","State 2","ZIP00232",231,232,"Class 231","City 1","11:51:00","Room 31",231,232,"TeacherFirstName231","TeacherLastName231","Subject 1","2010-08-20",231,232,232,732,"2022-08-20",231,232,"FirstName231","LastName231","2000-08-19",4,1231,232,"Unique Subject 1231","Unique description for subject 1231",2,"Teacher 1231"
233,"School 233","Address 233","City 3","State 3","ZIP00233",232,233,"Class 232","City 2","11:52:00","Room 32",232,233,"TeacherFirstName232","TeacherLastName232","Subject 2","2010-08-21",232,233,233,733,"2022-08-21",232,233,"FirstName232","LastName232","2000-08-20",5,1232,233,"Unique Subject 1232","Unique description for subject 1232",3,"Teacher 1232"
234,"School 234","Address 234","City 4","State 4","ZIP00234",233,234,"Class 233","City 3","11:53:00","Room 33",233,234,"TeacherFirstName233","TeacherLastName233","Subject 3","2010-08-22",233,234,234,734,"2022-08-22",233,234,"FirstName233","LastName233","2000-08-21",6,1233,234,"Unique Subject 1233","Unique description for subject 1233",4,"Teacher 1233"
235,"School 235","Address 235","City 5","State 0","ZIP00235",234,235,"Class 234","City 4","11:54:00","Room 34",234,235,"TeacherFirstName234","TeacherLastName234","Subject 4","2010-08-23",234,235,235,735,"2022-08-23",234,235,"FirstName234","LastName234","2000-08-22",7,1234,235,"Unique Subject 1234","Unique description for subject 1234",5,"Teacher 1234"
236,"School 236","Address 236","City 6","State 1","ZIP00236",235,236,"Class 235","City 5","11:55:00","Room 35",235,236,"TeacherFirstName235","TeacherLastName235","Subject 5","2010-08-24",235,236,236,736,"2022-08-24",235,236,"FirstName235","LastName235","2000-08-23",8,1235,236,"Unique Subject 1235","Unique description for subject 1235",1,"Teacher 1235"
237,"School 237","Address 237","City 7","State 2","ZIP00237",236,237,"Class 236","City 6","11:56:00","Room 36",236,237,"TeacherFirstName236","TeacherLastName236","Subject 6","2010-08-25",236,237,237,737,"2022-08-25",236,237,"FirstName236","LastName236","2000-08-24",9,1236,237,"Unique Subject 1236","Unique description for subject 1236",2,"Teacher 1236"
238,"School 238","Address 238","City 8","State 3","ZIP00238",237,238,"Class 237","City 7","11:57:00","Room 37",237,238,"TeacherFirstName237","TeacherLastName237","Subject 7","2010-08-26",237,238,238,738,"2022-08-26",237,238,"FirstName237","LastName237","2000-08-25",10,1237,238,"Unique Subject 1237","Unique description for subject 1237",3,"Teacher 1237"
239,"School 239","Address 239","City 9","State 4","ZIP00239",238,239,"Class 238","City 8","11:58:00","Room 38",238,239,"TeacherFirstName238","TeacherLastName238","Subject 8","2010-08-27",238,239,239,739,"2022-08-27",238,239,"FirstName238","LastName238","2000-08-26",11,1238,239,"Unique Subject 1238","Unique description for subject 1238",4,"Teacher 1238"
240,"School 240","Address 240","City 0","State 0","ZIP00240",239,240,"Class 239","City 9","11:59:00","Room 39",239,240,"TeacherFirstName239","TeacherLastName239","Subject 9","2010-08-28",239,240,240,740,"2022-08-28",239,240,"FirstName239","LastName239","2000-08-27",12,1239,240,"Unique Subject 1239","Unique description for subject 1239",5,"Teacher 1239"
241,"School 241","Address 241","City 1","State 1","ZIP00241",240,241,"Class 240","City 0","12:00:00","Room 40",240,241,"TeacherFirstName240","TeacherLastName240","Subject 0","2010-08-29",240,241,241,741,"2022-08-29",240,241,"FirstName240","LastName240","2000-08-28",1,1240,241,"Unique Subject 1240","Unique description for subject 1240",1,"Teacher 1240"
242,"School 242","Address 242","City 2","State 2","ZIP00242",241,242,"Class 241","City 1","12:01:00","Room 41",241,242,"TeacherFirstName241","TeacherLastName241","Subject 1","2010-08-30",241,242,242,742,"2022-08-30",241,242,"FirstName241","LastName241","2000-08-29",2,1241,242,"Unique Subject 1241","Unique description for subject 1241",2,"Teacher 1241"
243,"School 243","Address 243","City 3","State 3","ZIP00243",242,243,"Class 242","City 2","12:02:00","Room 42",242,243,"TeacherFirstName242","TeacherLastName242","Subject 2","2010-08-31",242,243,243,743,"2022-08-31",242,243,"FirstName242","LastName242","2000-08-30",3,1242,243,"Unique Subject 1242","Unique description for subject 1242",3,"Teacher 1242"
244,"School 244","Address 244","City 4","State 4","ZIP00244",243,244,"Class 243","City 3","12:03:00","Room 43",243,244,"TeacherFirstName243","TeacherLastName243","Subject 3","2010-09-01",243,244,244,744,"2022-09-01",243,244,"FirstName243","LastName243","2000-08-31",4,1243,244,"Unique Subject 1243","Unique description for subject 1243",4,"Teacher 1243"
245,"School 245","Address 245","City 5","State 0","ZIP00245",244,245,"Class 244","City 4","12:04:00","Room 44",244,245,"TeacherFirstName244","TeacherLastName244","Subject 4","2010-09-02",244,245,245,745,"2022-09-02",244,245,"FirstName244","LastName244","2000-09-01",5,1244,245,"Unique Subject 1244","Unique description for subject 1244",5,"Teacher 1244"
246,"School 246","Address 246","City 6","State 1","ZIP00246",245,246,"Class 245","City 5","12:05:00","Room 45",245,246,"TeacherFirstName245","TeacherLastName245","Subject 5","2010-09-03",245,246,246,746,"2022-09-03",245,246,"FirstName245","LastName245","2000-09-02",6,1245,246,"Unique Subject 1245","Unique description for subject 1245",1,"Teacher 1245"
247,"School 247","Address 247","City 7","State 2","ZIP00247",246,247,"Class 246","City 6","12:06:00","Room 46",246,247,"TeacherFirstName246","TeacherLastName246","Subject 6","2010-09-04",246,247,247,747,"2022-09-04",246,247,"FirstName246","LastName246","2000-09-03",7,1246,247,"Unique Subject 1246","Unique description for subject 1246",2,"Teacher 1246"
248,"School 248","Address 248","City 8","State 3","ZIP00248",247,248,"Class 247","City 7","12:07:00","Room 47",247,248,"TeacherFirstName247","TeacherLastName247","Subject 7","2010-09-05",247,248,248,748,"2022-09-05",247,248,"FirstName247","LastName247","2000-09-04",8,1247,248,"Unique Subject 1247","Unique description for subject 1247",3,"Teacher 1247"
249,"School 249","Address 249","City 9","State 4","ZIP00249",248,249,"Class 248","City 8","12:08:00","Room 48",248,249,"TeacherFirstName248","TeacherLastName248","Subject 8","2010-09-06",248,249,249,749,"2022-09-06",248,249,"FirstName248","LastName248","2000-09-05",9,1248,249,"Unique Subject 1248","Unique description for subject 1248",4,"Teacher 1248"
250,"School 250","Address 250","City 0","State 0","ZIP00250",249,250,"Class 249","City 9","12:09:00","Room 49",249,250,"TeacherFirstName249","TeacherLastName249","Subject 9","2010-09-07",249,250,250,750,"2022-09-07",249,250,"FirstName249","LastName249","2000-09-06",10,1249,250,"Unique Subject 1249","Unique description for subject 1249",5,"Teacher 1249"
251,"School 251","Address 251","City 1","State 1","ZIP00251",250,251,"Class 250","City 0","12:10:00","Room 0",250,251,"TeacherFirstName250","TeacherLastName250","Subject 0","2010-09-08",250,251,251,751,"2022-09-08",250,251,"FirstName250","LastName250","2000-09-07",11,1250,251,"Unique Subject 1250","Unique description for subject 1250",1,"Teacher 1250"
252,"School 252","Address 252","City 2","State 2","ZIP00252",251,252,"Class 251","City 1","12:11:00","Room 1",251,252,"TeacherFirstName251","TeacherLastName251","Subject 1","2010-09-09",251,252,252,752,"2022-09-09",251,252,"FirstName251","LastName251","2000-09-08",12,1251,252,"Unique Subject 1251","Unique description for subject 1251",2,"Teacher 1251"
253,"School 253","Address 253","City 3","State 3","ZIP00253",252,253,"Class 252","City 2","12:12:00","Room 2",252,253,"TeacherFirstName252","TeacherLastName252","Subject 2","2010-09-10",252,253,253,753,"2022-09-10",252,253,"FirstName252","LastName252","2000-09-09",1,1252,253,"Unique Subject 1252","Unique description for subject 1252",3,"Teacher 1252"
254,"School 254","Address 254","City 4","State 4","ZIP00254",253,254,"Class 253","City 3","12:13:00","Room 3",253,254,"TeacherFirstName253","TeacherLastName253","Subject 3","2010-09-11",253,254,254,754,"2022-09-11",253,254,"FirstName253","LastName253","2000-09-10",2,1253,254,"Unique Subject 1253","Unique description for subject 1253",4,"Teacher 1253"
255,"School 255","Address 255","City 5","State 0","ZIP00255",254,255,"Class 254","City 4","12:14:00","Room 4",254,255,"TeacherFirstName254","TeacherLastName254","Subject 4","2010-09-12",254,255,255,755,"2022-09-12",254,255,"FirstName254","LastName254","2000-09-11",3,1254,255,"Unique Subject 1254","Unique description for subject 1254",5,"Teacher 1254"
256,"School 256","Address 256","City 6","State 1","ZIP00256",255,256,"Class 255","City 5","12:15:00","Room 5",255,256,"TeacherFirstName255","TeacherLastName255","Subject 5","2010-09-13",255,256,256,756,"2022-09-13",255,256,"FirstName255","LastName255","2000-09-12",4,1255,256,"Unique Subject 1255","Unique description for subject 1255",1,"Teacher 1255"
257,"School 257","Address 257","City 7","State 2","ZIP00257",256,257,"Class 256","City 6","12:16:00","Room 6",256,257,"TeacherFirstName256","TeacherLastName256","Subject 6","2010-09-14",256,257,257,757,"2022-09-14",256,257,"FirstName256","LastName256","2000-09-13",5,1256,257,"Unique Subject 1256","Unique description for subject 1256",2,"Teacher 1256"
258,"School 258","Address 258","City 8","State 3","ZIP00258",257,258,"Class 257","City 7","12:17:00","Room 7",257,258,"TeacherFirstName257","TeacherLastName257","Subject 7","2010-09-15",257,258,258,758,"2022-09-15",257,258,"FirstName257","LastName257","2000-09-14",6,1257,258,"Unique Subject 1257","Unique description for subject 1257",3,"Teacher 1257"
259,"School 259","Address 259","City 9","State 4","ZIP00259",258,259,"Class 258","City 8","12:18:00","Room 8",258,259,"TeacherFirstName258","TeacherLastName258","Subject 8","2010-09-16",258,259,259,759,"2022-09-16",258,259,"FirstName258","LastName258","2000-09-15",7,1258,259,"Unique Subject 1258","Unique description for subject 1258",4,"Teacher 1258"
260,"School 260","Address 260","City 0","State 0","ZIP00260",259,260,"Class 259","City 9","12:19:00","Room 9",259,260,"TeacherFirstName259","TeacherLastName259","Subject 9","2010-09-17",259,260,260,760,"2022-09-17",259,260,"FirstName259","LastName259","2000-09-16",8,1259,260,"Unique Subject 1259","Unique description for subject 1259",5,"Teacher 1259"
261,"School 261","Address 261","City 1","State 1","ZIP00261",260,261,"Class 260","City 0","12:20:00","Room 10",260,261,"TeacherFirstName260","TeacherLastName260","Subject 0","2010-09-18",260,261,261,761,"2022-09-18",260,261,"FirstName260","LastName260","2000-09-17",9,1260,261,"Unique Subject 1260","Unique description for subject 1260",1,"Teacher 1260"
262,"School 262","Address 262","City 2","State 2","ZIP00262",261,262,"Class 261","City 1","12:21:00","Room 11",261,262,"TeacherFirstName261","TeacherLastName261","Subject 1","2010-09-19",261,262,262,762,"2022-09-19",261,262,"FirstName261","LastName261","2000-09-18",10,1261,262,"Unique Subject 1261","Unique description for subject 1261",2,"Teacher 1261"
263,"School 263","Address 263","City 3","State 3","ZIP00263",262,263,"Class 262","City 2","12:22:00","Room 12",262,263,"TeacherFirstName262","TeacherLastName262","Subject 2","2010-09-20",262,263,263,763,"2022-09-20",262,263,"FirstName262","LastName262","2000-09-19",11,1262,263,"Unique Subject 1262","Unique description for subject 1262",3,"Teacher 1262"
264,"School 264","Address 264","City 4","State 4","ZIP00264",263,264,"Class 263","City 3","12:23:00","Room 13",263,264,"TeacherFirstName263","TeacherLastName263","Subject 3","2010-09-21",263,264,264,764,"2022-09-21",263,264,"FirstName263","LastName263","2000-09-20",12,1263,264,"Unique Subject 1263","Unique description for subject 1263",4,"Teacher 1263"
265,"School 265","Address 265","City 5","State 0","ZIP00265",264,265,"Class 264","City 4","12:24:00","Room 14",264,265,"TeacherFirstName264","TeacherLastName264","Subject 4","2010-09-22",264,265,265,765,"2022-09-22",264,265,"FirstName264","LastName264","2000-09-21",1,1264,265,"Unique Subject 1264","Unique description for subject 1264",5,"Teacher 1264"
266,"School 266","Address 266","City 6","State 1","ZIP00266",265,266,"Class 265","City 5","12:25:00","Room 15",265,266,"TeacherFirstName265","TeacherLastName265","Subject 5","2010-09-23",265,266,266,766,"2022-09-23",265,266,"FirstName265","LastName265","2000-09-22",2,1265,266,"Unique Subject 1265","Unique description for subject 1265",1,"Teacher 1265"
267,"School 267","Address 267","City 7","State 2","ZIP00267",266,267,"Class 266","City 6","12:26:00","Room 16",266,267,"TeacherFirstName266","TeacherLastName266","Subject 6","2010-09-24",266,267,267,767,"2022-09-24",266,267,"FirstName266","LastName266","2000-09-23",3,1266,267,"Unique Subject 1266","Unique description for subject 1266",2,"Teacher 1266"
268,"School 268","Address 268","City 8","State 3","ZIP00268",267,268,"Class 267","City 7","12:27:00","Room 17",267,268,"TeacherFirstName267","TeacherLastName267","Subject 7","2010-09-25",267,268,268,768,"2022-09-25",267,268,"FirstName267","LastName267","2000-09-24",4,1267,268,"Unique Subject 1267","Unique description for subject 1267",3,"Teacher 1267"
269,"School 269","Address 269","City 9","State 4","ZIP00269",268,269,"Class 268","City 8","12:28:00","Room 18",268,269,"TeacherFirstName268","TeacherLastName268","Subject 8","2010-09-26",268,269,269,769,"2022-09-26",268,269,"FirstName268","LastName268","2000-09-25",5,1268,269,"Unique Subject 1268","Unique description for subject 1268",4,"Teacher 1268"
270,"School 270","Address 270","City 0","State 0","ZIP00270",269,270,"Class 269","City 9","12:29:00","Room 19",269,270,"TeacherFirstName269","TeacherLastName269","Subject 9","2010-09-27",269,270,270,770,"2022-09-27",269,270,"FirstName269","LastName269","2000-09-26",6,1269,270,"Unique Subject 1269","Unique description for subject 1269",5,"Teacher 1269"
271,"School 271","Address 271","City 1","State 1","ZIP00271",270,271,"Class 270","City 0","12:30:00","Room 20",270,271,"TeacherFirstName270","TeacherLastName270","Subject 0","2010-09-28",270,271,271,771,"2022-09-28",270,271,"FirstName270","LastName270","2000-09-27",7,1270,271,"Unique Subject 1270","Unique description for subject 1270",1,"Teacher 1270"
272,"School 272","Address 272","City 2","State 2","ZIP00272",271,272,"Class 271","City 1","12:31:00","Room 21",271,272,"TeacherFirstName271","TeacherLastName271","Subject 1","2010-09-29",271,272,272,772,"2022-09-29",271,272,"FirstName271","LastName271","2000-09-28",8,1271,272,"Unique Subject 1271","Unique description for subject 1271",2,"Teacher 1271"
273,"School 273","Address 273","City 3","State 3","ZIP00273",272,273,"Class 272","City 2","12:32:00","Room 22",272,273,"TeacherFirstName272","TeacherLastName272","Subject 2","2010-09-30",272,273,273,773,"2022-09-30",272,273,"FirstName272","LastName272","2000-09-29",9,1272,273,"Unique Subject 1272","Unique description for subject 1272",3,"Teacher 1272"
274,"School 274","Address 274","City 4","State 4","ZIP00274",273,274,"Class 273","City 3","12:33:00","Room 23",273,274,"TeacherFirstName273","TeacherLastName273","Subject 3","2010-10-01",273,274,274,774,"2022-10-01",273,274,"FirstName273","LastName273","2000-09-30",10,1273,274,"Unique Subject 1273","Unique description for subject 1273",4,"Teacher 1273"
275,"School 275","Address 275","City 5","State 0","ZIP00275",274,275,"Class 274","City 4","12:34:00","Room 24",274,275,"TeacherFirstName274","TeacherLastName274","Subject 4","2010-10-02",274,275,275,775,"2022-10-02",274,275,"FirstName274","LastName274","2000-10-01",11,1274,275,"Unique Subject 1274","Unique description for subject 1274",5,"Teacher 1274"
276,"School 276","Address 276","City 6","State 1","ZIP00276",275,276,"Class 275","City 5","12:35:00","Room 25",275,276,"TeacherFirstName275","TeacherLastName275","Subject 5","2010-10-03",275,276,276,776,"2022-10-03",275,276,"FirstName275","LastName275","2000-10-02",12,1275,276,"Unique Subject 1275","Unique description for subject 1275",1,"Teacher 1275"
277,"School 277","Address 277","City 7","State 2","ZIP00277",276,277,"Class 276","City 6","12:36:00","Room 26",276,277,"TeacherFirstName276","TeacherLastName276","Subject 6","2010-10-04",276,277,277,777,"2022-10-04",276,277,"FirstName276","LastName276","2000-10-03",1,1276,277,"Unique Subject 1276","Unique description for subject 1276",2,"Teacher 1276"
278,"School 278","Address 278","City 8","State 3","ZIP00278",277,278,"Class 277","City 7","12:37:00","Room 27",277,278,"TeacherFirstName277","TeacherLastName277","Subject 7","2010-10-05",277,278,278,778,"2022-10-05",277,278,"FirstName277","LastName277","2000-10-04",2,1277,278,"Unique Subject 1277","Unique description for subject 1277",3,"Teacher 1277"
279,"School 279","Address 279","City 9","State 4","ZIP00279",278,279,"Class 278","City 8","12:38:00","Room 28",278,279,"TeacherFirstName278","TeacherLastName278","Subject 8","2010-10-06",278,279,279,779,"2022-10-06",278,279,"FirstName278","LastName278","2000-10-05",3,1278,279,"Unique Subject 1278","Unique description for subject 1278",4,"Teacher 1278"
280,"School 280","Address 280","City 0","State 0","ZIP00280",279,280,"Class 279","City 9","12:39:00","Room 29",279,280,"TeacherFirstName279","TeacherLastName279","Subject 9","2010-10-07",279,280,280,780,"2022-10-07",279,280,"FirstName279","LastName279","2000-10-06",4,1279,280,"Unique Subject 1279","Unique description for subject 1279",5,"Teacher 1279"
